INFO:tensorflow:Using MirroredStrategy with devices ('/job:localhost/replica:0/task:0/device:GPU:0',)
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
Start training...
Start epoch 1 with learning rate 0.0007
/opt/conda/lib/python3.9/site-packages/tensorflow/python/data/ops/dataset_ops.py:374: UserWarning: To make it possible to preserve tf.data options across serialization boundaries, their implementation has moved to be part of the TensorFlow graph. As a consequence, the options value is in general no longer known at graph construction time. Invoking this method in graph mode retains the legacy behavior of the original implementation, but note that the returned value might not reflect the actual value of the options.
  warnings.warn("To make it possible to preserve tf.data options across "
Trained batch 341 batch loss 1.52904296 epoch total loss 1.4158299
Trained batch 342 batch loss 1.4662298 epoch total loss 1.41597724
Trained batch 343 batch loss 1.39863563 epoch total loss 1.41592669
Trained batch 344 batch loss 1.34698915 epoch total loss 1.41572618
Trained batch 345 batch loss 1.19343352 epoch total loss 1.41508186
Trained batch 346 batch loss 1.14701223 epoch total loss 1.41430712
Trained batch 347 batch loss 1.32676363 epoch total loss 1.41405475
Trained batch 348 batch loss 1.32320535 epoch total loss 1.41379368
Trained batch 349 batch loss 1.40923643 epoch total loss 1.41378069
Trained batch 350 batch loss 1.30908585 epoch total loss 1.41348147
Trained batch 351 batch loss 1.38073969 epoch total loss 1.41338825
Trained batch 352 batch loss 1.47488666 epoch total loss 1.41356289
Trained batch 353 batch loss 1.55152678 epoch total loss 1.41395378
Trained batch 354 batch loss 1.48202729 epoch total loss 1.41414607
Trained batch 355 batch loss 1.55955756 epoch total loss 1.41455567
Trained batch 356 batch loss 1.525038 epoch total loss 1.41486597
Trained batch 357 batch loss 1.44128454 epoch total loss 1.41494
Trained batch 358 batch loss 1.48316622 epoch total loss 1.4151305
Trained batch 359 batch loss 1.50100231 epoch total loss 1.41536975
Trained batch 360 batch loss 1.42106557 epoch total loss 1.41538548
Trained batch 361 batch loss 1.44983113 epoch total loss 1.41548097
Trained batch 362 batch loss 1.39544296 epoch total loss 1.41542554
Trained batch 363 batch loss 1.43736756 epoch total loss 1.41548598
Trained batch 364 batch loss 1.46517837 epoch total loss 1.41562247
Trained batch 365 batch loss 1.48635578 epoch total loss 1.41581619
Trained batch 366 batch loss 1.32071567 epoch total loss 1.41555631
Trained batch 367 batch loss 1.37304664 epoch total loss 1.41544056
Trained batch 368 batch loss 1.37286973 epoch total loss 1.41532481
Trained batch 369 batch loss 1.36601639 epoch total loss 1.41519129
Trained batch 370 batch loss 1.36972857 epoch total loss 1.41506839
Trained batch 371 batch loss 1.46594882 epoch total loss 1.4152056
Trained batch 372 batch loss 1.34475827 epoch total loss 1.41501629
Trained batch 373 batch loss 1.35652828 epoch total loss 1.41485941
Trained batch 374 batch loss 1.23524976 epoch total loss 1.41437912
Trained batch 375 batch loss 1.37681627 epoch total loss 1.41427898
Trained batch 376 batch loss 1.44125819 epoch total loss 1.41435075
Trained batch 377 batch loss 1.41288948 epoch total loss 1.41434693
Trained batch 378 batch loss 1.57281327 epoch total loss 1.41476619
Trained batch 379 batch loss 1.60286272 epoch total loss 1.41526246
Trained batch 380 batch loss 1.54749393 epoch total loss 1.41561043
Trained batch 381 batch loss 1.45318317 epoch total loss 1.41570902
Trained batch 382 batch loss 1.38705206 epoch total loss 1.41563392
Trained batch 383 batch loss 1.25022864 epoch total loss 1.41520214
Trained batch 384 batch loss 1.34649622 epoch total loss 1.41502321
Trained batch 385 batch loss 1.52030349 epoch total loss 1.41529667
Trained batch 386 batch loss 1.43964982 epoch total loss 1.41535974
Trained batch 387 batch loss 1.42928481 epoch total loss 1.41539562
Trained batch 388 batch loss 1.40919375 epoch total loss 1.41537964
Trained batch 389 batch loss 1.40880847 epoch total loss 1.41536272
Trained batch 390 batch loss 1.41075182 epoch total loss 1.41535091
Trained batch 391 batch loss 1.35634661 epoch total loss 1.4152
Trained batch 392 batch loss 1.35051072 epoch total loss 1.41503501
Trained batch 393 batch loss 1.31404388 epoch total loss 1.41477799
Trained batch 394 batch loss 1.37396836 epoch total loss 1.4146744
Trained batch 395 batch loss 1.32127917 epoch total loss 1.41443801
Trained batch 396 batch loss 1.33414912 epoch total loss 1.41423523
Trained batch 397 batch loss 1.43737 epoch total loss 1.41429353
Trained batch 398 batch loss 1.31401455 epoch total loss 1.41404164
Trained batch 399 batch loss 1.19980705 epoch total loss 1.41350472
Trained batch 400 batch loss 1.10702801 epoch total loss 1.41273868
Trained batch 401 batch loss 1.23331726 epoch total loss 1.41229129
Trained batch 402 batch loss 1.35401702 epoch total loss 1.41214621
Trained batch 403 batch loss 1.48697281 epoch total loss 1.41233206
Trained batch 404 batch loss 1.45501113 epoch total loss 1.41243768
Trained batch 405 batch loss 1.46237421 epoch total loss 1.41256106
Trained batch 406 batch loss 1.51654077 epoch total loss 1.41281712
Trained batch 407 batch loss 1.29055882 epoch total loss 1.41251683
Trained batch 408 batch loss 1.25641418 epoch total loss 1.41213417
Trained batch 409 batch loss 1.36411226 epoch total loss 1.41201687
Trained batch 410 batch loss 1.36100924 epoch total loss 1.41189253
Trained batch 411 batch loss 1.29231477 epoch total loss 1.41160154
Trained batch 412 batch loss 1.47032595 epoch total loss 1.411744
Trained batch 413 batch loss 1.44346476 epoch total loss 1.41182089
Trained batch 414 batch loss 1.42427146 epoch total loss 1.41185093
Trained batch 415 batch loss 1.35807335 epoch total loss 1.41172135
Trained batch 416 batch loss 1.52460527 epoch total loss 1.41199279
Trained batch 417 batch loss 1.47617722 epoch total loss 1.41214669
Trained batch 418 batch loss 1.35129 epoch total loss 1.41200113
Trained batch 419 batch loss 1.37370539 epoch total loss 1.41190982
Trained batch 420 batch loss 1.39847541 epoch total loss 1.41187787
Trained batch 421 batch loss 1.34094107 epoch total loss 1.41170943
Trained batch 422 batch loss 1.39921832 epoch total loss 1.41167986
Trained batch 423 batch loss 1.48111784 epoch total loss 1.41184402
Trained batch 424 batch loss 1.51219845 epoch total loss 1.41208076
Trained batch 425 batch loss 1.4410665 epoch total loss 1.41214883
Trained batch 426 batch loss 1.46506548 epoch total loss 1.41227317
Trained batch 427 batch loss 1.51020074 epoch total loss 1.41250241
Trained batch 428 batch loss 1.49805641 epoch total loss 1.41270232
Trained batch 429 batch loss 1.40034831 epoch total loss 1.41267347
Trained batch 430 batch loss 1.42740607 epoch total loss 1.41270781
Trained batch 431 batch loss 1.41237509 epoch total loss 1.41270697
Trained batch 432 batch loss 1.43801785 epoch total loss 1.4127655
Trained batch 433 batch loss 1.39076293 epoch total loss 1.4127146
Trained batch 434 batch loss 1.32136166 epoch total loss 1.41250408
Trained batch 435 batch loss 1.34984601 epoch total loss 1.41236007
Trained batch 436 batch loss 1.47602963 epoch total loss 1.4125061
Trained batch 437 batch loss 1.56275296 epoch total loss 1.4128499
Trained batch 438 batch loss 1.31218565 epoch total loss 1.41262007
Trained batch 439 batch loss 1.31229353 epoch total loss 1.41239166
Trained batch 440 batch loss 1.31904125 epoch total loss 1.41217947
Trained batch 441 batch loss 1.38165498 epoch total loss 1.41211021
Trained batch 442 batch loss 1.50959039 epoch total loss 1.41233075
Trained batch 443 batch loss 1.41418278 epoch total loss 1.41233492
Trained batch 444 batch loss 1.46941733 epoch total loss 1.41246355
Trained batch 445 batch loss 1.40760911 epoch total loss 1.41245258
Trained batch 446 batch loss 1.37473345 epoch total loss 1.41236806
Trained batch 447 batch loss 1.36976671 epoch total loss 1.41227269
Trained batch 448 batch loss 1.38570166 epoch total loss 1.41221333
Trained batch 449 batch loss 1.44632959 epoch total loss 1.41228938
Trained batch 450 batch loss 1.5188216 epoch total loss 1.41252601
Trained batch 451 batch loss 1.50809836 epoch total loss 1.41273797
Trained batch 452 batch loss 1.37675309 epoch total loss 1.41265845
Trained batch 453 batch loss 1.34501338 epoch total loss 1.41250908
Trained batch 454 batch loss 1.22686315 epoch total loss 1.4121002
Trained batch 455 batch loss 1.46019733 epoch total loss 1.41220593
Trained batch 456 batch loss 1.69725037 epoch total loss 1.41283107
Trained batch 457 batch loss 1.50340629 epoch total loss 1.41302931
Trained batch 458 batch loss 1.47222126 epoch total loss 1.41315854
Trained batch 459 batch loss 1.51821899 epoch total loss 1.41338754
Trained batch 460 batch loss 1.49270177 epoch total loss 1.41355991
Trained batch 461 batch loss 1.56106186 epoch total loss 1.41387975
Trained batch 462 batch loss 1.31726074 epoch total loss 1.41367066
Trained batch 463 batch loss 1.35365319 epoch total loss 1.41354096
Trained batch 464 batch loss 1.36264277 epoch total loss 1.41343141
Trained batch 465 batch loss 1.39582014 epoch total loss 1.4133935
Trained batch 466 batch loss 1.39792836 epoch total loss 1.41336036
Trained batch 467 batch loss 1.42628396 epoch total loss 1.41338801
Trained batch 468 batch loss 1.5089668 epoch total loss 1.41359222
Trained batch 469 batch loss 1.49947155 epoch total loss 1.41377532
Trained batch 470 batch loss 1.47232521 epoch total loss 1.4138999
Trained batch 471 batch loss 1.43690717 epoch total loss 1.41394877
Trained batch 472 batch loss 1.39027858 epoch total loss 1.41389859
Trained batch 473 batch loss 1.29343522 epoch total loss 1.41364396
Trained batch 474 batch loss 1.41976738 epoch total loss 1.41365671
Trained batch 475 batch loss 1.28656447 epoch total loss 1.41338921
Trained batch 476 batch loss 1.37671804 epoch total loss 1.41331208
Trained batch 477 batch loss 1.35951841 epoch total loss 1.41319931
Trained batch 478 batch loss 1.46867013 epoch total loss 1.41331542
Trained batch 479 batch loss 1.44258881 epoch total loss 1.41337645
Trained batch 480 batch loss 1.37425065 epoch total loss 1.41329503
Trained batch 481 batch loss 1.44722 epoch total loss 1.41336548
Trained batch 482 batch loss 1.4266727 epoch total loss 1.41339314
Trained batch 483 batch loss 1.51138043 epoch total loss 1.41359591
Trained batch 484 batch loss 1.41504884 epoch total loss 1.4135989
Trained batch 485 batch loss 1.43397152 epoch total loss 1.41364098
Trained batch 486 batch loss 1.39200604 epoch total loss 1.41359639
Trained batch 487 batch loss 1.33746409 epoch total loss 1.41344011
Trained batch 488 batch loss 1.47823715 epoch total loss 1.41357279
Trained batch 489 batch loss 1.41932654 epoch total loss 1.41358459
Trained batch 490 batch loss 1.43370461 epoch total loss 1.41362572
Trained batch 491 batch loss 1.38264 epoch total loss 1.41356254
Trained batch 492 batch loss 1.30554962 epoch total loss 1.41334295
Trained batch 493 batch loss 1.26548076 epoch total loss 1.41304314
Trained batch 494 batch loss 1.2767452 epoch total loss 1.41276717
Trained batch 495 batch loss 1.26029575 epoch total loss 1.41245914
Trained batch 496 batch loss 1.41321468 epoch total loss 1.41246068
Trained batch 497 batch loss 1.29350281 epoch total loss 1.41222143
Trained batch 498 batch loss 1.20606828 epoch total loss 1.41180742
Trained batch 499 batch loss 1.37778664 epoch total loss 1.41173923
Trained batch 500 batch loss 1.42457318 epoch total loss 1.41176486
Trained batch 501 batch loss 1.40160227 epoch total loss 1.41174459
Trained batch 502 batch loss 1.45768428 epoch total loss 1.41183615
Trained batch 503 batch loss 1.36496449 epoch total loss 1.41174304
Trained batch 504 batch loss 1.26978624 epoch total loss 1.41146135
Trained batch 505 batch loss 1.32670474 epoch total loss 1.41129351
Trained batch 506 batch loss 1.34253907 epoch total loss 1.41115761
Trained batch 507 batch loss 1.40784597 epoch total loss 1.41115105
Trained batch 508 batch loss 1.33635795 epoch total loss 1.41100395
Trained batch 509 batch loss 1.3640573 epoch total loss 1.41091168
Trained batch 510 batch loss 1.35629725 epoch total loss 1.41080463
Trained batch 511 batch loss 1.3751595 epoch total loss 1.41073489
Trained batch 512 batch loss 1.38531816 epoch total loss 1.4106853
Trained batch 513 batch loss 1.38984656 epoch total loss 1.41064465
Trained batch 514 batch loss 1.41585851 epoch total loss 1.41065478
Trained batch 515 batch loss 1.36653018 epoch total loss 1.41056907
Trained batch 516 batch loss 1.50193298 epoch total loss 1.4107461
Trained batch 517 batch loss 1.41120839 epoch total loss 1.41074705
Trained batch 518 batch loss 1.26482558 epoch total loss 1.41046536
Trained batch 519 batch loss 1.35256 epoch total loss 1.41035366
Trained batch 520 batch loss 1.37035143 epoch total loss 1.41027677
Trained batch 521 batch loss 1.48037863 epoch total loss 1.41041136
Trained batch 522 batch loss 1.38735986 epoch total loss 1.41036725
Trained batch 523 batch loss 1.43790627 epoch total loss 1.41042
Trained batch 524 batch loss 1.45134163 epoch total loss 1.41049814
Trained batch 525 batch loss 1.31941831 epoch total loss 1.41032457
Trained batch 526 batch loss 1.19565856 epoch total loss 1.40991652
Trained batch 527 batch loss 1.2626704 epoch total loss 1.40963721
Trained batch 528 batch loss 1.30785608 epoch total loss 1.40944445
Trained batch 529 batch loss 1.4181062 epoch total loss 1.40946078
Trained batch 530 batch loss 1.50947535 epoch total loss 1.40964937
Trained batch 531 batch loss 1.46128082 epoch total loss 1.40974665
Trained batch 532 batch loss 1.51575291 epoch total loss 1.40994596
Trained batch 533 batch loss 1.50274587 epoch total loss 1.41012
Trained batch 534 batch loss 1.38745534 epoch total loss 1.41007757
Trained batch 535 batch loss 1.45328164 epoch total loss 1.4101584
Trained batch 536 batch loss 1.41080654 epoch total loss 1.41015971
Trained batch 537 batch loss 1.39967918 epoch total loss 1.41014016
Trained batch 538 batch loss 1.36098599 epoch total loss 1.41004872
Trained batch 539 batch loss 1.55717635 epoch total loss 1.41032171
Trained batch 540 batch loss 1.38872457 epoch total loss 1.41028166
Trained batch 541 batch loss 1.38234472 epoch total loss 1.41023
Trained batch 542 batch loss 1.40230763 epoch total loss 1.41021538
Trained batch 543 batch loss 1.39969277 epoch total loss 1.41019607
Trained batch 544 batch loss 1.38192284 epoch total loss 1.41014397
Trained batch 545 batch loss 1.45341802 epoch total loss 1.41022348
Trained batch 546 batch loss 1.45026064 epoch total loss 1.4102968
Trained batch 547 batch loss 1.45143032 epoch total loss 1.4103719
Trained batch 548 batch loss 1.41625595 epoch total loss 1.41038263
Trained batch 549 batch loss 1.36449945 epoch total loss 1.41029906
Trained batch 550 batch loss 1.45880318 epoch total loss 1.41038728
Trained batch 551 batch loss 1.39032269 epoch total loss 1.41035092
Trained batch 552 batch loss 1.4707737 epoch total loss 1.41046035
Trained batch 553 batch loss 1.45174253 epoch total loss 1.41053498
Trained batch 554 batch loss 1.39257598 epoch total loss 1.41050255
Trained batch 555 batch loss 1.42515945 epoch total loss 1.4105289
Trained batch 556 batch loss 1.44436336 epoch total loss 1.41058969
Trained batch 557 batch loss 1.36146164 epoch total loss 1.41050148
Trained batch 558 batch loss 1.41250408 epoch total loss 1.41050506
Trained batch 559 batch loss 1.39400482 epoch total loss 1.41047549
Trained batch 560 batch loss 1.48877621 epoch total loss 1.41061532
Trained batch 561 batch loss 1.36234629 epoch total loss 1.41052926
Trained batch 562 batch loss 1.31865907 epoch total loss 1.41036582
Trained batch 563 batch loss 1.30218494 epoch total loss 1.41017365
Trained batch 564 batch loss 1.26554596 epoch total loss 1.40991735
Trained batch 565 batch loss 1.41358829 epoch total loss 1.40992379
Trained batch 566 batch loss 1.29940915 epoch total loss 1.40972853
Trained batch 567 batch loss 1.32739079 epoch total loss 1.40958333
Trained batch 568 batch loss 1.46643507 epoch total loss 1.40968347
Trained batch 569 batch loss 1.42525327 epoch total loss 1.40971076
Trained batch 570 batch loss 1.42018843 epoch total loss 1.40972912
Trained batch 571 batch loss 1.3762418 epoch total loss 1.40967047
Trained batch 572 batch loss 1.35705912 epoch total loss 1.40957844
Trained batch 573 batch loss 1.28115821 epoch total loss 1.40935433
Trained batch 574 batch loss 1.38714421 epoch total loss 1.40931559
Trained batch 575 batch loss 1.44556212 epoch total loss 1.40937865
Trained batch 576 batch loss 1.40929341 epoch total loss 1.40937853
Trained batch 577 batch loss 1.40765142 epoch total loss 1.40937543
Trained batch 578 batch loss 1.40620601 epoch total loss 1.40937
Trained batch 579 batch loss 1.39550412 epoch total loss 1.40934598
Trained batch 580 batch loss 1.35780692 epoch total loss 1.40925717
Trained batch 581 batch loss 1.30955613 epoch total loss 1.40908551
Trained batch 582 batch loss 1.27989101 epoch total loss 1.40886366
Trained batch 583 batch loss 1.36435354 epoch total loss 1.40878725
Trained batch 584 batch loss 1.49755967 epoch total loss 1.40893936
Trained batch 585 batch loss 1.36743951 epoch total loss 1.40886831
Trained batch 586 batch loss 1.41524 epoch total loss 1.40887916
Trained batch 587 batch loss 1.38004959 epoch total loss 1.40883017
Trained batch 588 batch loss 1.44072211 epoch total loss 1.40888441
Trained batch 589 batch loss 1.27690232 epoch total loss 1.40866029
Trained batch 590 batch loss 1.34285617 epoch total loss 1.40854871
Trained batch 591 batch loss 1.20639443 epoch total loss 1.4082067
Trained batch 592 batch loss 1.26840675 epoch total loss 1.40797067
Trained batch 593 batch loss 1.23154 epoch total loss 1.40767312
Trained batch 594 batch loss 1.22180331 epoch total loss 1.4073602
Trained batch 595 batch loss 1.31964087 epoch total loss 1.40721285
Trained batch 596 batch loss 1.29912758 epoch total loss 1.40703142
Trained batch 597 batch loss 1.2726655 epoch total loss 1.40680635
Trained batch 598 batch loss 1.29146075 epoch total loss 1.40661347
Trained batch 599 batch loss 1.34184301 epoch total loss 1.40650535
Trained batch 600 batch loss 1.3708117 epoch total loss 1.40644586
Trained batch 601 batch loss 1.4308089 epoch total loss 1.40648627
Trained batch 602 batch loss 1.41490817 epoch total loss 1.40650034
Trained batch 603 batch loss 1.34944224 epoch total loss 1.40640569
Trained batch 604 batch loss 1.37185383 epoch total loss 1.40634847
Trained batch 605 batch loss 1.34387732 epoch total loss 1.40624511
Trained batch 606 batch loss 1.54645622 epoch total loss 1.4064765
Trained batch 607 batch loss 1.43373382 epoch total loss 1.40652144
Trained batch 608 batch loss 1.35309887 epoch total loss 1.40643346
Trained batch 609 batch loss 1.32159209 epoch total loss 1.40629423
Trained batch 610 batch loss 1.26042116 epoch total loss 1.40605509
Trained batch 611 batch loss 1.35638678 epoch total loss 1.40597379
Trained batch 612 batch loss 1.40380692 epoch total loss 1.40597022
Trained batch 613 batch loss 1.46652794 epoch total loss 1.40606904
Trained batch 614 batch loss 1.44979608 epoch total loss 1.40614021
Trained batch 615 batch loss 1.36711347 epoch total loss 1.40607679
Trained batch 616 batch loss 1.37427413 epoch total loss 1.40602517
Trained batch 617 batch loss 1.46723604 epoch total loss 1.40612435
Trained batch 618 batch loss 1.41417122 epoch total loss 1.40613747
Trained batch 619 batch loss 1.39141369 epoch total loss 1.40611362
Trained batch 620 batch loss 1.37132323 epoch total loss 1.4060576
Trained batch 621 batch loss 1.32809532 epoch total loss 1.40593207
Trained batch 622 batch loss 1.32105362 epoch total loss 1.40579557
Trained batch 623 batch loss 1.17729986 epoch total loss 1.40542877
Trained batch 624 batch loss 1.39679503 epoch total loss 1.40541494
Trained batch 625 batch loss 1.42382908 epoch total loss 1.40544438
Trained batch 626 batch loss 1.39272547 epoch total loss 1.40542412
Trained batch 627 batch loss 1.31663442 epoch total loss 1.4052825
Trained batch 628 batch loss 1.33333147 epoch total loss 1.40516794
Trained batch 629 batch loss 1.284958 epoch total loss 1.40497684
Trained batch 630 batch loss 1.3681246 epoch total loss 1.40491831
Trained batch 631 batch loss 1.40894282 epoch total loss 1.40492463
Trained batch 632 batch loss 1.4529978 epoch total loss 1.40500069
Trained batch 633 batch loss 1.49610114 epoch total loss 1.40514457
Trained batch 634 batch loss 1.56982255 epoch total loss 1.40540433
Trained batch 635 batch loss 1.56955099 epoch total loss 1.40566289
Trained batch 636 batch loss 1.46275616 epoch total loss 1.40575266
Trained batch 637 batch loss 1.24955583 epoch total loss 1.40550756
Trained batch 638 batch loss 1.18780899 epoch total loss 1.40516627
Trained batch 639 batch loss 1.15509605 epoch total loss 1.4047749
Trained batch 640 batch loss 1.28980196 epoch total loss 1.40459526
Trained batch 641 batch loss 1.31611478 epoch total loss 1.40445721
Trained batch 642 batch loss 1.13302219 epoch total loss 1.40403438
Trained batch 643 batch loss 1.14431262 epoch total loss 1.40363038
Trained batch 644 batch loss 1.15693557 epoch total loss 1.40324736
Trained batch 645 batch loss 1.253986 epoch total loss 1.40301585
Trained batch 646 batch loss 1.3489958 epoch total loss 1.40293229
Trained batch 647 batch loss 1.37065315 epoch total loss 1.40288246
Trained batch 648 batch loss 1.43260384 epoch total loss 1.40292835
Trained batch 649 batch loss 1.43437064 epoch total loss 1.40297675
Trained batch 650 batch loss 1.50536036 epoch total loss 1.40313435
Trained batch 651 batch loss 1.29337573 epoch total loss 1.40296578
Trained batch 652 batch loss 1.23654473 epoch total loss 1.40271056
Trained batch 653 batch loss 1.36918044 epoch total loss 1.40265918
Trained batch 654 batch loss 1.45899975 epoch total loss 1.40274537
Trained batch 655 batch loss 1.32679176 epoch total loss 1.40262938
Trained batch 656 batch loss 1.31793237 epoch total loss 1.40250027
Trained batch 657 batch loss 1.38607442 epoch total loss 1.40247524
Trained batch 658 batch loss 1.30871916 epoch total loss 1.40233266
Trained batch 659 batch loss 1.40585685 epoch total loss 1.40233815
Trained batch 660 batch loss 1.40528464 epoch total loss 1.40234256
Trained batch 661 batch loss 1.36021876 epoch total loss 1.40227878
Trained batch 662 batch loss 1.29599929 epoch total loss 1.40211833
Trained batch 663 batch loss 1.26832557 epoch total loss 1.4019165
Trained batch 664 batch loss 1.25652075 epoch total loss 1.40169752
Trained batch 665 batch loss 1.40577555 epoch total loss 1.40170372
Trained batch 666 batch loss 1.44450867 epoch total loss 1.40176797
Trained batch 667 batch loss 1.42899632 epoch total loss 1.40180886
Trained batch 668 batch loss 1.30649757 epoch total loss 1.40166616
Trained batch 669 batch loss 1.22334337 epoch total loss 1.40139961
Trained batch 670 batch loss 1.2568953 epoch total loss 1.40118384
Trained batch 671 batch loss 1.26511252 epoch total loss 1.40098119
Trained batch 672 batch loss 1.2829752 epoch total loss 1.40080547
Trained batch 673 batch loss 1.31152928 epoch total loss 1.40067291
Trained batch 674 batch loss 1.37830937 epoch total loss 1.40063965
Trained batch 675 batch loss 1.40397561 epoch total loss 1.40064466
Trained batch 676 batch loss 1.35752904 epoch total loss 1.40058088
Trained batch 677 batch loss 1.48462641 epoch total loss 1.40070498
Trained batch 678 batch loss 1.53777444 epoch total loss 1.40090716
Trained batch 679 batch loss 1.32602811 epoch total loss 1.40079689
Trained batch 680 batch loss 1.45839286 epoch total loss 1.40088165
Trained batch 681 batch loss 1.47368407 epoch total loss 1.40098846
Trained batch 682 batch loss 1.46777582 epoch total loss 1.40108645
Trained batch 683 batch loss 1.39283037 epoch total loss 1.40107429
Trained batch 684 batch loss 1.30105948 epoch total loss 1.40092814
Trained batch 685 batch loss 1.35589564 epoch total loss 1.40086246
Trained batch 686 batch loss 1.36445892 epoch total loss 1.40080929
Trained batch 687 batch loss 1.41018677 epoch total loss 1.40082288
Trained batch 688 batch loss 1.29512846 epoch total loss 1.40066922
Trained batch 689 batch loss 1.38774693 epoch total loss 1.4006505
Trained batch 690 batch loss 1.30806494 epoch total loss 1.40051627
Trained batch 691 batch loss 1.27179146 epoch total loss 1.40033007
Trained batch 692 batch loss 1.35161567 epoch total loss 1.40025961
Trained batch 693 batch loss 1.26847446 epoch total loss 1.40006948
Trained batch 694 batch loss 1.46461368 epoch total loss 1.40016246
Trained batch 695 batch loss 1.58850753 epoch total loss 1.40043354
Trained batch 696 batch loss 1.50866652 epoch total loss 1.40058899
Trained batch 697 batch loss 1.2781837 epoch total loss 1.40041339
Trained batch 698 batch loss 1.31766653 epoch total loss 1.4002949
Trained batch 699 batch loss 1.27233946 epoch total loss 1.40011179
Trained batch 700 batch loss 1.35462856 epoch total loss 1.40004683
Trained batch 701 batch loss 1.33221865 epoch total loss 1.39995
Trained batch 702 batch loss 1.33847189 epoch total loss 1.39986253
Trained batch 703 batch loss 1.37620282 epoch total loss 1.39982891
Trained batch 704 batch loss 1.44475782 epoch total loss 1.39989269
Trained batch 705 batch loss 1.4901917 epoch total loss 1.40002072
Trained batch 706 batch loss 1.42803752 epoch total loss 1.40006042
Trained batch 707 batch loss 1.40367699 epoch total loss 1.40006554
Trained batch 708 batch loss 1.39253771 epoch total loss 1.40005493
Trained batch 709 batch loss 1.33347249 epoch total loss 1.39996111
Trained batch 710 batch loss 1.36048901 epoch total loss 1.39990544
Trained batch 711 batch loss 1.33560145 epoch total loss 1.39981496
Trained batch 712 batch loss 1.34270799 epoch total loss 1.39973474
Trained batch 713 batch loss 1.30146158 epoch total loss 1.39959693
Trained batch 714 batch loss 1.29132628 epoch total loss 1.3994453
Trained batch 715 batch loss 1.30539656 epoch total loss 1.39931381
Trained batch 716 batch loss 1.34684944 epoch total loss 1.39924049
Trained batch 717 batch loss 1.41271448 epoch total loss 1.39925933
Trained batch 718 batch loss 1.3240304 epoch total loss 1.39915454
Trained batch 719 batch loss 1.20227838 epoch total loss 1.39888072
Trained batch 720 batch loss 1.2447058 epoch total loss 1.3986665
Trained batch 721 batch loss 1.2084254 epoch total loss 1.39840269
Trained batch 722 batch loss 1.29926205 epoch total loss 1.39826536
Trained batch 723 batch loss 1.36246276 epoch total loss 1.39821589
Trained batch 724 batch loss 1.3622297 epoch total loss 1.39816618
Trained batch 725 batch loss 1.27622342 epoch total loss 1.39799809
Trained batch 726 batch loss 1.30920768 epoch total loss 1.39787579
Trained batch 727 batch loss 1.41350031 epoch total loss 1.39789724
Trained batch 728 batch loss 1.46511519 epoch total loss 1.39798951
Trained batch 729 batch loss 1.16002798 epoch total loss 1.39766312
Trained batch 730 batch loss 1.3274045 epoch total loss 1.39756691
Trained batch 731 batch loss 1.30423975 epoch total loss 1.39743924
Trained batch 732 batch loss 1.38604236 epoch total loss 1.39742362
Trained batch 733 batch loss 1.4550724 epoch total loss 1.39750218
Trained batch 734 batch loss 1.50612485 epoch total loss 1.39765024
Trained batch 735 batch loss 1.38213122 epoch total loss 1.39762902
Trained batch 736 batch loss 1.29018366 epoch total loss 1.39748299
Trained batch 737 batch loss 1.32445037 epoch total loss 1.39738393
Trained batch 738 batch loss 1.24637651 epoch total loss 1.39717925
Trained batch 739 batch loss 1.2616179 epoch total loss 1.39699578
Trained batch 740 batch loss 1.28846729 epoch total loss 1.39684916
Trained batch 741 batch loss 1.37361681 epoch total loss 1.3968178
Trained batch 742 batch loss 1.38740289 epoch total loss 1.39680517
Trained batch 743 batch loss 1.44511592 epoch total loss 1.39687014
Trained batch 744 batch loss 1.31495082 epoch total loss 1.39676
Trained batch 745 batch loss 1.35995674 epoch total loss 1.39671063
Trained batch 746 batch loss 1.20455909 epoch total loss 1.39645314
Trained batch 747 batch loss 1.24645531 epoch total loss 1.39625227
