INFO:tensorflow:Using MirroredStrategy with devices ('/job:localhost/replica:0/task:0/device:GPU:0',)
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
Start Simple Baseline training...
Start epoch 1 with learning rate 0.0003
/opt/conda/lib/python3.9/site-packages/tensorflow/python/data/ops/dataset_ops.py:374: UserWarning: To make it possible to preserve tf.data options across serialization boundaries, their implementation has moved to be part of the TensorFlow graph. As a consequence, the options value is in general no longer known at graph construction time. Invoking this method in graph mode retains the legacy behavior of the original implementation, but note that the returned value might not reflect the actual value of the options.
  warnings.warn("To make it possible to preserve tf.data options across "
Trained batch 3477 batch loss 0.930089116 epoch total loss 1.22067547
Trained batch 3478 batch loss 1.31251216 epoch total loss 1.22070181
Trained batch 3479 batch loss 1.17845988 epoch total loss 1.22068965
Trained batch 3480 batch loss 1.28793 epoch total loss 1.22070897
Trained batch 3481 batch loss 1.38245595 epoch total loss 1.22075546
Trained batch 3482 batch loss 1.30739832 epoch total loss 1.22078037
Trained batch 3483 batch loss 1.28835833 epoch total loss 1.2207998
Trained batch 3484 batch loss 1.19176757 epoch total loss 1.22079158
Trained batch 3485 batch loss 1.19698977 epoch total loss 1.22078466
Trained batch 3486 batch loss 1.26435447 epoch total loss 1.22079706
Trained batch 3487 batch loss 1.32676244 epoch total loss 1.22082746
Trained batch 3488 batch loss 1.25421572 epoch total loss 1.22083712
Trained batch 3489 batch loss 1.27206933 epoch total loss 1.22085178
Trained batch 3490 batch loss 1.30305791 epoch total loss 1.22087538
Trained batch 3491 batch loss 1.27405 epoch total loss 1.22089052
Trained batch 3492 batch loss 1.37912905 epoch total loss 1.22093582
Trained batch 3493 batch loss 1.20016587 epoch total loss 1.22092986
Trained batch 3494 batch loss 1.04271197 epoch total loss 1.22087884
Trained batch 3495 batch loss 1.4132334 epoch total loss 1.22093379
Trained batch 3496 batch loss 1.12977028 epoch total loss 1.22090769
Trained batch 3497 batch loss 1.12513351 epoch total loss 1.22088027
Trained batch 3498 batch loss 0.974736214 epoch total loss 1.22080994
Trained batch 3499 batch loss 0.890778661 epoch total loss 1.22071552
Trained batch 3500 batch loss 1.2790041 epoch total loss 1.22073209
Trained batch 3501 batch loss 1.34742665 epoch total loss 1.22076845
Trained batch 3502 batch loss 1.23145497 epoch total loss 1.22077143
Trained batch 3503 batch loss 1.07425833 epoch total loss 1.22072959
Trained batch 3504 batch loss 1.11145151 epoch total loss 1.22069836
Trained batch 3505 batch loss 0.972689509 epoch total loss 1.22062767
Trained batch 3506 batch loss 1.12782383 epoch total loss 1.2206012
Trained batch 3507 batch loss 1.13185954 epoch total loss 1.22057581
Trained batch 3508 batch loss 1.06277299 epoch total loss 1.22053099
Trained batch 3509 batch loss 1.03171277 epoch total loss 1.2204771
Trained batch 3510 batch loss 1.0081358 epoch total loss 1.22041667
Trained batch 3511 batch loss 1.05900633 epoch total loss 1.22037077
Trained batch 3512 batch loss 1.07802081 epoch total loss 1.22033024
Trained batch 3513 batch loss 1.13082457 epoch total loss 1.22030473
Trained batch 3514 batch loss 0.925367653 epoch total loss 1.2202208
Trained batch 3515 batch loss 1.37745881 epoch total loss 1.22026551
Trained batch 3516 batch loss 1.29547846 epoch total loss 1.22028697
Trained batch 3517 batch loss 1.06544089 epoch total loss 1.22024286
Trained batch 3518 batch loss 1.17905879 epoch total loss 1.22023118
Trained batch 3519 batch loss 1.11846781 epoch total loss 1.22020233
Trained batch 3520 batch loss 1.19932556 epoch total loss 1.22019637
Trained batch 3521 batch loss 1.19183254 epoch total loss 1.22018838
Trained batch 3522 batch loss 1.12481809 epoch total loss 1.22016132
Trained batch 3523 batch loss 1.36140108 epoch total loss 1.22020137
Trained batch 3524 batch loss 1.20893276 epoch total loss 1.22019827
Trained batch 3525 batch loss 1.18376613 epoch total loss 1.22018778
Trained batch 3526 batch loss 1.12297285 epoch total loss 1.22016025
Trained batch 3527 batch loss 0.981099069 epoch total loss 1.22009242
Trained batch 3528 batch loss 1.04371238 epoch total loss 1.22004259
Trained batch 3529 batch loss 1.14831066 epoch total loss 1.2200222
Trained batch 3530 batch loss 1.08396602 epoch total loss 1.2199837
Trained batch 3531 batch loss 1.13155687 epoch total loss 1.21995854
Trained batch 3532 batch loss 1.29000652 epoch total loss 1.21997845
Trained batch 3533 batch loss 1.07209408 epoch total loss 1.21993661
Trained batch 3534 batch loss 1.19022012 epoch total loss 1.21992826
Trained batch 3535 batch loss 1.17516303 epoch total loss 1.21991563
Trained batch 3536 batch loss 1.13284743 epoch total loss 1.21989107
Trained batch 3537 batch loss 0.897626519 epoch total loss 1.21979988
Trained batch 3538 batch loss 1.1476953 epoch total loss 1.21977937
Trained batch 3539 batch loss 1.2100929 epoch total loss 1.21977663
Trained batch 3540 batch loss 0.971960187 epoch total loss 1.21970665
Trained batch 3541 batch loss 1.21585786 epoch total loss 1.21970558
Trained batch 3542 batch loss 1.49574769 epoch total loss 1.21978354
Trained batch 3543 batch loss 1.20543468 epoch total loss 1.21977949
Trained batch 3544 batch loss 1.42203212 epoch total loss 1.21983647
Trained batch 3545 batch loss 1.30604267 epoch total loss 1.21986091
Trained batch 3546 batch loss 1.11522055 epoch total loss 1.21983135
Trained batch 3547 batch loss 1.30770802 epoch total loss 1.21985614
Trained batch 3548 batch loss 1.3123877 epoch total loss 1.21988225
Trained batch 3549 batch loss 1.38999 epoch total loss 1.21993017
Trained batch 3550 batch loss 1.28416228 epoch total loss 1.21994829
Trained batch 3551 batch loss 1.2994349 epoch total loss 1.21997058
Trained batch 3552 batch loss 1.19244266 epoch total loss 1.21996284
Trained batch 3553 batch loss 1.24821746 epoch total loss 1.21997082
Trained batch 3554 batch loss 1.20933235 epoch total loss 1.21996784
Trained batch 3555 batch loss 1.26988387 epoch total loss 1.21998191
Trained batch 3556 batch loss 1.20558906 epoch total loss 1.21997786
Trained batch 3557 batch loss 1.16946387 epoch total loss 1.21996367
Trained batch 3558 batch loss 0.975229263 epoch total loss 1.21989477
Trained batch 3559 batch loss 0.82629019 epoch total loss 1.21978414
Trained batch 3560 batch loss 0.890749753 epoch total loss 1.21969175
Trained batch 3561 batch loss 1.01850545 epoch total loss 1.21963525
Trained batch 3562 batch loss 1.15859556 epoch total loss 1.21961808
Trained batch 3563 batch loss 0.93981576 epoch total loss 1.21953964
Trained batch 3564 batch loss 0.981817722 epoch total loss 1.219473
Trained batch 3565 batch loss 0.913838267 epoch total loss 1.21938729
Trained batch 3566 batch loss 1.14339423 epoch total loss 1.21936607
Trained batch 3567 batch loss 1.11409092 epoch total loss 1.21933651
Trained batch 3568 batch loss 1.13576257 epoch total loss 1.21931314
Trained batch 3569 batch loss 1.28236234 epoch total loss 1.21933079
Trained batch 3570 batch loss 1.21602082 epoch total loss 1.21932983
Trained batch 3571 batch loss 1.00318074 epoch total loss 1.21926928
Trained batch 3572 batch loss 0.989854634 epoch total loss 1.21920502
Trained batch 3573 batch loss 1.06252503 epoch total loss 1.21916115
Trained batch 3574 batch loss 1.22727394 epoch total loss 1.21916342
Trained batch 3575 batch loss 1.12052083 epoch total loss 1.21913588
Trained batch 3576 batch loss 1.19382501 epoch total loss 1.21912873
Trained batch 3577 batch loss 1.18059862 epoch total loss 1.219118
Trained batch 3578 batch loss 1.24679637 epoch total loss 1.21912575
Trained batch 3579 batch loss 1.09373295 epoch total loss 1.2190907
Trained batch 3580 batch loss 1.09152067 epoch total loss 1.21905494
Trained batch 3581 batch loss 1.01419938 epoch total loss 1.21899772
Trained batch 3582 batch loss 1.1348983 epoch total loss 1.21897423
Trained batch 3583 batch loss 0.930653393 epoch total loss 1.21889377
Trained batch 3584 batch loss 0.938784838 epoch total loss 1.21881568
Trained batch 3585 batch loss 0.904623747 epoch total loss 1.21872807
Trained batch 3586 batch loss 1.33982086 epoch total loss 1.2187618
Trained batch 3587 batch loss 1.38397157 epoch total loss 1.21880782
Trained batch 3588 batch loss 0.996851444 epoch total loss 1.21874607
Trained batch 3589 batch loss 1.09136927 epoch total loss 1.21871054
Trained batch 3590 batch loss 1.43432164 epoch total loss 1.2187705
Trained batch 3591 batch loss 1.25791049 epoch total loss 1.21878135
Trained batch 3592 batch loss 1.20516109 epoch total loss 1.21877754
Trained batch 3593 batch loss 1.36112666 epoch total loss 1.21881723
Trained batch 3594 batch loss 1.0324049 epoch total loss 1.21876538
Trained batch 3595 batch loss 1.14081633 epoch total loss 1.21874356
Trained batch 3596 batch loss 1.10463834 epoch total loss 1.21871185
Trained batch 3597 batch loss 0.967442036 epoch total loss 1.218642
Trained batch 3598 batch loss 1.36383426 epoch total loss 1.21868229
Trained batch 3599 batch loss 1.55250978 epoch total loss 1.21877515
Trained batch 3600 batch loss 1.21153653 epoch total loss 1.21877301
Trained batch 3601 batch loss 1.23054647 epoch total loss 1.21877635
Trained batch 3602 batch loss 0.861885667 epoch total loss 1.21867716
Trained batch 3603 batch loss 1.16301215 epoch total loss 1.21866179
Trained batch 3604 batch loss 1.14085412 epoch total loss 1.21864009
Trained batch 3605 batch loss 0.903186917 epoch total loss 1.21855271
Trained batch 3606 batch loss 0.998184919 epoch total loss 1.21849155
Trained batch 3607 batch loss 1.00278461 epoch total loss 1.21843171
Trained batch 3608 batch loss 1.13579571 epoch total loss 1.21840882
Trained batch 3609 batch loss 1.19725275 epoch total loss 1.21840298
Trained batch 3610 batch loss 1.11469555 epoch total loss 1.21837425
Trained batch 3611 batch loss 1.14654064 epoch total loss 1.21835434
Trained batch 3612 batch loss 1.05287063 epoch total loss 1.21830845
Trained batch 3613 batch loss 1.07532954 epoch total loss 1.21826887
Trained batch 3614 batch loss 1.17584491 epoch total loss 1.21825707
Trained batch 3615 batch loss 1.06653225 epoch total loss 1.21821511
Trained batch 3616 batch loss 1.33449721 epoch total loss 1.21824729
Trained batch 3617 batch loss 1.29369152 epoch total loss 1.21826804
Trained batch 3618 batch loss 1.20756638 epoch total loss 1.21826506
Trained batch 3619 batch loss 1.22254539 epoch total loss 1.21826625
Trained batch 3620 batch loss 1.4278934 epoch total loss 1.21832418
Trained batch 3621 batch loss 1.16081679 epoch total loss 1.21830821
Trained batch 3622 batch loss 1.19501352 epoch total loss 1.21830177
Trained batch 3623 batch loss 1.44081926 epoch total loss 1.21836317
Trained batch 3624 batch loss 1.547665 epoch total loss 1.21845412
Trained batch 3625 batch loss 1.43160367 epoch total loss 1.21851289
Trained batch 3626 batch loss 1.5082823 epoch total loss 1.21859288
Trained batch 3627 batch loss 1.50598705 epoch total loss 1.21867204
Trained batch 3628 batch loss 1.31795454 epoch total loss 1.21869934
Trained batch 3629 batch loss 1.28810596 epoch total loss 1.21871853
Trained batch 3630 batch loss 1.38106847 epoch total loss 1.21876323
Trained batch 3631 batch loss 1.17968285 epoch total loss 1.21875238
Trained batch 3632 batch loss 1.17205238 epoch total loss 1.21873951
Trained batch 3633 batch loss 1.31333709 epoch total loss 1.21876562
Trained batch 3634 batch loss 1.07160401 epoch total loss 1.21872509
Trained batch 3635 batch loss 1.04725826 epoch total loss 1.218678
Trained batch 3636 batch loss 1.09948778 epoch total loss 1.21864522
Trained batch 3637 batch loss 1.28598738 epoch total loss 1.21866381
Trained batch 3638 batch loss 1.24434161 epoch total loss 1.21867085
Trained batch 3639 batch loss 1.17857397 epoch total loss 1.21865988
Trained batch 3640 batch loss 1.11427379 epoch total loss 1.21863115
Trained batch 3641 batch loss 0.971835494 epoch total loss 1.21856332
Trained batch 3642 batch loss 1.04177082 epoch total loss 1.2185148
Trained batch 3643 batch loss 1.28563094 epoch total loss 1.21853328
Trained batch 3644 batch loss 1.25135827 epoch total loss 1.21854234
Trained batch 3645 batch loss 1.15615058 epoch total loss 1.21852517
Trained batch 3646 batch loss 1.21146131 epoch total loss 1.21852326
Trained batch 3647 batch loss 1.44680214 epoch total loss 1.21858585
Trained batch 3648 batch loss 0.969807267 epoch total loss 1.21851766
Trained batch 3649 batch loss 1.31283331 epoch total loss 1.21854353
Trained batch 3650 batch loss 1.20853209 epoch total loss 1.21854079
Trained batch 3651 batch loss 1.3444531 epoch total loss 1.21857524
Trained batch 3652 batch loss 1.49768543 epoch total loss 1.21865165
Trained batch 3653 batch loss 1.1754353 epoch total loss 1.21863973
Trained batch 3654 batch loss 0.912004 epoch total loss 1.21855581
Trained batch 3655 batch loss 1.17175603 epoch total loss 1.21854305
Trained batch 3656 batch loss 1.1506871 epoch total loss 1.21852458
Trained batch 3657 batch loss 0.985677958 epoch total loss 1.21846092
Trained batch 3658 batch loss 0.979261458 epoch total loss 1.21839559
Trained batch 3659 batch loss 0.759126425 epoch total loss 1.21827018
Trained batch 3660 batch loss 0.974110723 epoch total loss 1.21820343
Trained batch 3661 batch loss 1.16735101 epoch total loss 1.2181896
Trained batch 3662 batch loss 1.00452256 epoch total loss 1.21813118
Trained batch 3663 batch loss 1.0140202 epoch total loss 1.21807551
Trained batch 3664 batch loss 1.16727912 epoch total loss 1.21806169
Trained batch 3665 batch loss 1.0121727 epoch total loss 1.21800554
Trained batch 3666 batch loss 1.12765 epoch total loss 1.21798086
Trained batch 3667 batch loss 1.28060055 epoch total loss 1.21799791
Trained batch 3668 batch loss 1.01161563 epoch total loss 1.21794164
Trained batch 3669 batch loss 1.23441136 epoch total loss 1.21794617
Trained batch 3670 batch loss 1.04853654 epoch total loss 1.21789992
Trained batch 3671 batch loss 1.36995721 epoch total loss 1.2179414
Trained batch 3672 batch loss 1.22309101 epoch total loss 1.21794283
Trained batch 3673 batch loss 1.15547764 epoch total loss 1.21792579
Trained batch 3674 batch loss 1.20982361 epoch total loss 1.21792364
Trained batch 3675 batch loss 1.14435601 epoch total loss 1.21790361
Trained batch 3676 batch loss 0.904873967 epoch total loss 1.2178185
Trained batch 3677 batch loss 1.40732551 epoch total loss 1.21787
Trained batch 3678 batch loss 1.30696654 epoch total loss 1.2178942
Trained batch 3679 batch loss 0.999945283 epoch total loss 1.21783507
Trained batch 3680 batch loss 1.05326104 epoch total loss 1.21779025
Trained batch 3681 batch loss 1.27843761 epoch total loss 1.2178067
Trained batch 3682 batch loss 1.33027017 epoch total loss 1.21783721
Trained batch 3683 batch loss 1.34468484 epoch total loss 1.21787167
Trained batch 3684 batch loss 1.28624773 epoch total loss 1.21789026
Trained batch 3685 batch loss 1.37008524 epoch total loss 1.21793151
Trained batch 3686 batch loss 1.43237889 epoch total loss 1.2179898
Trained batch 3687 batch loss 1.30529249 epoch total loss 1.21801341
Trained batch 3688 batch loss 1.22454309 epoch total loss 1.21801519
Trained batch 3689 batch loss 1.24608803 epoch total loss 1.21802282
Trained batch 3690 batch loss 1.02681017 epoch total loss 1.21797097
Trained batch 3691 batch loss 1.35017073 epoch total loss 1.21800685
Trained batch 3692 batch loss 1.36907685 epoch total loss 1.21804774
Trained batch 3693 batch loss 1.32381606 epoch total loss 1.21807635
Trained batch 3694 batch loss 1.3398807 epoch total loss 1.21810937
Trained batch 3695 batch loss 1.2831924 epoch total loss 1.21812689
Trained batch 3696 batch loss 1.5070926 epoch total loss 1.21820521
Trained batch 3697 batch loss 0.943744063 epoch total loss 1.21813095
Trained batch 3698 batch loss 1.03323412 epoch total loss 1.218081
Trained batch 3699 batch loss 0.938671827 epoch total loss 1.21800542
Trained batch 3700 batch loss 1.05319369 epoch total loss 1.21796083
Trained batch 3701 batch loss 1.00464129 epoch total loss 1.21790326
Trained batch 3702 batch loss 1.20329952 epoch total loss 1.21789932
Trained batch 3703 batch loss 1.15112758 epoch total loss 1.21788132
Trained batch 3704 batch loss 1.18822122 epoch total loss 1.21787322
Trained batch 3705 batch loss 1.13836145 epoch total loss 1.21785176
Trained batch 3706 batch loss 1.14759457 epoch total loss 1.21783268
Trained batch 3707 batch loss 1.22745872 epoch total loss 1.21783531
Trained batch 3708 batch loss 1.11964703 epoch total loss 1.21780884
Trained batch 3709 batch loss 1.25704765 epoch total loss 1.21781933
Trained batch 3710 batch loss 1.3751564 epoch total loss 1.21786177
Trained batch 3711 batch loss 1.30080533 epoch total loss 1.21788406
Trained batch 3712 batch loss 1.29158723 epoch total loss 1.21790397
Trained batch 3713 batch loss 1.38972592 epoch total loss 1.21795022
Trained batch 3714 batch loss 1.19867826 epoch total loss 1.21794498
Trained batch 3715 batch loss 1.44507623 epoch total loss 1.21800625
Trained batch 3716 batch loss 1.48226666 epoch total loss 1.21807742
Trained batch 3717 batch loss 1.32922363 epoch total loss 1.21810722
Trained batch 3718 batch loss 1.29368877 epoch total loss 1.21812749
Trained batch 3719 batch loss 1.17962122 epoch total loss 1.21811712
Trained batch 3720 batch loss 1.28103185 epoch total loss 1.21813416
Trained batch 3721 batch loss 1.23641777 epoch total loss 1.21813905
Trained batch 3722 batch loss 1.21364617 epoch total loss 1.21813786
Trained batch 3723 batch loss 1.33412671 epoch total loss 1.21816897
Trained batch 3724 batch loss 1.24273503 epoch total loss 1.21817553
Trained batch 3725 batch loss 1.09769404 epoch total loss 1.21814322
Trained batch 3726 batch loss 1.06390429 epoch total loss 1.21810186
Trained batch 3727 batch loss 1.12535679 epoch total loss 1.21807694
Trained batch 3728 batch loss 1.03737295 epoch total loss 1.21802855
Trained batch 3729 batch loss 1.04433036 epoch total loss 1.21798205
Trained batch 3730 batch loss 1.19301307 epoch total loss 1.21797526
Trained batch 3731 batch loss 1.29200161 epoch total loss 1.21799517
Trained batch 3732 batch loss 1.15718222 epoch total loss 1.21797884
Trained batch 3733 batch loss 1.43030214 epoch total loss 1.2180357
Trained batch 3734 batch loss 1.18817234 epoch total loss 1.21802759
Trained batch 3735 batch loss 1.11646843 epoch total loss 1.21800053
Trained batch 3736 batch loss 1.22229564 epoch total loss 1.2180016
Trained batch 3737 batch loss 1.14032471 epoch total loss 1.21798074
Trained batch 3738 batch loss 1.07707179 epoch total loss 1.21794307
Trained batch 3739 batch loss 1.28174043 epoch total loss 1.21796024
Trained batch 3740 batch loss 1.27950108 epoch total loss 1.21797657
Trained batch 3741 batch loss 1.17119467 epoch total loss 1.21796417
Trained batch 3742 batch loss 1.18208516 epoch total loss 1.21795452
Trained batch 3743 batch loss 1.34502745 epoch total loss 1.21798861
Trained batch 3744 batch loss 1.38191748 epoch total loss 1.21803236
Trained batch 3745 batch loss 1.25422239 epoch total loss 1.21804202
Trained batch 3746 batch loss 1.42972982 epoch total loss 1.21809852
Trained batch 3747 batch loss 1.09972429 epoch total loss 1.21806693
Trained batch 3748 batch loss 1.23263788 epoch total loss 1.21807075
Trained batch 3749 batch loss 0.955006421 epoch total loss 1.21800053
Trained batch 3750 batch loss 0.984930754 epoch total loss 1.21793842
Trained batch 3751 batch loss 1.15053463 epoch total loss 1.21792042
Trained batch 3752 batch loss 1.06873155 epoch total loss 1.21788073
Trained batch 3753 batch loss 1.11460686 epoch total loss 1.21785319
Trained batch 3754 batch loss 1.20316 epoch total loss 1.21784925
Trained batch 3755 batch loss 1.10275841 epoch total loss 1.21781862
Trained batch 3756 batch loss 1.34889483 epoch total loss 1.21785355
Trained batch 3757 batch loss 1.13037634 epoch total loss 1.21783018
Trained batch 3758 batch loss 1.13422132 epoch total loss 1.21780801
Trained batch 3759 batch loss 1.27002263 epoch total loss 1.21782184
Trained batch 3760 batch loss 1.07337391 epoch total loss 1.21778345
Trained batch 3761 batch loss 1.05721593 epoch total loss 1.21774077
Trained batch 3762 batch loss 1.08142543 epoch total loss 1.21770453
Trained batch 3763 batch loss 1.09017217 epoch total loss 1.21767068
Trained batch 3764 batch loss 1.23713624 epoch total loss 1.21767592
Trained batch 3765 batch loss 1.13582873 epoch total loss 1.21765411
Trained batch 3766 batch loss 1.04531467 epoch total loss 1.21760833
Trained batch 3767 batch loss 0.99048686 epoch total loss 1.21754813
Trained batch 3768 batch loss 0.949052811 epoch total loss 1.21747696
Trained batch 3769 batch loss 0.973206937 epoch total loss 1.21741211
Trained batch 3770 batch loss 0.987772107 epoch total loss 1.2173512
Trained batch 3771 batch loss 0.97393918 epoch total loss 1.21728671
Trained batch 3772 batch loss 0.998931885 epoch total loss 1.21722889
Trained batch 3773 batch loss 0.932180882 epoch total loss 1.21715331
Trained batch 3774 batch loss 1.31138408 epoch total loss 1.21717834
Trained batch 3775 batch loss 1.03043509 epoch total loss 1.21712875
Trained batch 3776 batch loss 0.937416613 epoch total loss 1.21705472
Trained batch 3777 batch loss 1.00165272 epoch total loss 1.21699762
Trained batch 3778 batch loss 1.35921597 epoch total loss 1.21703529
Trained batch 3779 batch loss 1.31911898 epoch total loss 1.21706235
Trained batch 3780 batch loss 1.18117213 epoch total loss 1.21705294
Trained batch 3781 batch loss 1.03795171 epoch total loss 1.21700561
Trained batch 3782 batch loss 1.10131288 epoch total loss 1.21697485
Trained batch 3783 batch loss 1.04377127 epoch total loss 1.2169292
Trained batch 3784 batch loss 1.11883712 epoch total loss 1.21690321
Trained batch 3785 batch loss 1.09351993 epoch total loss 1.21687067
Trained batch 3786 batch loss 0.97815454 epoch total loss 1.2168076
Trained batch 3787 batch loss 1.32742143 epoch total loss 1.21683681
Trained batch 3788 batch loss 1.09871054 epoch total loss 1.2168057
Trained batch 3789 batch loss 1.11652899 epoch total loss 1.21677923
Trained batch 3790 batch loss 1.06179404 epoch total loss 1.21673834
Trained batch 3791 batch loss 0.923767686 epoch total loss 1.2166611
Trained batch 3792 batch loss 1.27698624 epoch total loss 1.21667695
Trained batch 3793 batch loss 1.17164898 epoch total loss 1.21666515
Trained batch 3794 batch loss 1.26223183 epoch total loss 1.21667719
Trained batch 3795 batch loss 1.12568653 epoch total loss 1.21665311
Trained batch 3796 batch loss 1.06834698 epoch total loss 1.21661413
Trained batch 3797 batch loss 0.985161185 epoch total loss 1.21655321
Trained batch 3798 batch loss 1.03840899 epoch total loss 1.21650636
Trained batch 3799 batch loss 1.51620007 epoch total loss 1.21658516
Trained batch 3800 batch loss 1.28378189 epoch total loss 1.2166028
Trained batch 3801 batch loss 1.41211581 epoch total loss 1.2166543
Trained batch 3802 batch loss 1.18944466 epoch total loss 1.21664715
Trained batch 3803 batch loss 1.46727824 epoch total loss 1.21671307
Trained batch 3804 batch loss 1.28238869 epoch total loss 1.21673024
Trained batch 3805 batch loss 1.47194648 epoch total loss 1.21679735
Trained batch 3806 batch loss 1.33220649 epoch total loss 1.21682763
Trained batch 3807 batch loss 1.42472589 epoch total loss 1.21688235
Trained batch 3808 batch loss 1.24032211 epoch total loss 1.21688843
Trained batch 3809 batch loss 1.33638346 epoch total loss 1.21691978
Trained batch 3810 batch loss 1.22871017 epoch total loss 1.21692288
Trained batch 3811 batch loss 1.10944295 epoch total loss 1.21689463
Trained batch 3812 batch loss 1.3981024 epoch total loss 1.21694207
Trained batch 3813 batch loss 1.3303721 epoch total loss 1.21697187
Trained batch 3814 batch loss 1.39120519 epoch total loss 1.21701753
Trained batch 3815 batch loss 1.24602187 epoch total loss 1.21702516
Trained batch 3816 batch loss 1.21223688 epoch total loss 1.21702397
Trained batch 3817 batch loss 0.997400761 epoch total loss 1.21696651
Trained batch 3818 batch loss 1.41325223 epoch total loss 1.21701789
Trained batch 3819 batch loss 1.4252739 epoch total loss 1.21707237
Trained batch 3820 batch loss 1.28704381 epoch total loss 1.21709073
Trained batch 3821 batch loss 1.49947071 epoch total loss 1.21716464
Trained batch 3822 batch loss 1.33271706 epoch total loss 1.2171948
Trained batch 3823 batch loss 1.27050972 epoch total loss 1.21720874
Trained batch 3824 batch loss 1.21675682 epoch total loss 1.21720862
Trained batch 3825 batch loss 1.0860728 epoch total loss 1.21717441
Trained batch 3826 batch loss 1.06714284 epoch total loss 1.21713519
Trained batch 3827 batch loss 1.06677175 epoch total loss 1.21709597
Trained batch 3828 batch loss 1.37120271 epoch total loss 1.21713614
Trained batch 3829 batch loss 1.15347421 epoch total loss 1.21711946
Trained batch 3830 batch loss 1.21601963 epoch total loss 1.21711922
Trained batch 3831 batch loss 1.28293169 epoch total loss 1.21713626
Trained batch 3832 batch loss 1.20135903 epoch total loss 1.21713209
Trained batch 3833 batch loss 1.25615275 epoch total loss 1.21714234
Trained batch 3834 batch loss 1.08700347 epoch total loss 1.21710837
Trained batch 3835 batch loss 1.31270754 epoch total loss 1.21713328
Trained batch 3836 batch loss 1.17328346 epoch total loss 1.21712184
Trained batch 3837 batch loss 1.28923726 epoch total loss 1.21714056
Trained batch 3838 batch loss 1.33527207 epoch total loss 1.21717143
Trained batch 3839 batch loss 1.040097 epoch total loss 1.2171253
Trained batch 3840 batch loss 1.14017057 epoch total loss 1.21710527
Trained batch 3841 batch loss 1.31717372 epoch total loss 1.21713138
Trained batch 3842 batch loss 1.36939263 epoch total loss 1.21717107
Trained batch 3843 batch loss 1.28720176 epoch total loss 1.21718919
Trained batch 3844 batch loss 1.1936605 epoch total loss 1.21718311
Trained batch 3845 batch loss 1.35666835 epoch total loss 1.21721935
Trained batch 3846 batch loss 1.2168138 epoch total loss 1.21721923
Trained batch 3847 batch loss 1.32581019 epoch total loss 1.21724749
Trained batch 3848 batch loss 1.11033487 epoch total loss 1.21721971
Trained batch 3849 batch loss 1.1542902 epoch total loss 1.21720338
Trained batch 3850 batch loss 1.2581768 epoch total loss 1.21721399
Trained batch 3851 batch loss 1.42645621 epoch total loss 1.21726835
Trained batch 3852 batch loss 1.41821778 epoch total loss 1.21732056
Trained batch 3853 batch loss 1.30767512 epoch total loss 1.21734393
Trained batch 3854 batch loss 1.36610174 epoch total loss 1.21738255
Trained batch 3855 batch loss 1.25860143 epoch total loss 1.21739328
Trained batch 3856 batch loss 1.34167504 epoch total loss 1.21742558
Trained batch 3857 batch loss 1.31450498 epoch total loss 1.21745074
Trained batch 3858 batch loss 1.4440496 epoch total loss 1.21750939
Trained batch 3859 batch loss 1.35866559 epoch total loss 1.21754611
Trained batch 3860 batch loss 1.33631325 epoch total loss 1.21757686
Trained batch 3861 batch loss 1.15114021 epoch total loss 1.2175597
Trained batch 3862 batch loss 1.06710219 epoch total loss 1.21752071
Trained batch 3863 batch loss 1.36256194 epoch total loss 1.21755826
Trained batch 3864 batch loss 1.34719515 epoch total loss 1.21759188
Trained batch 3865 batch loss 1.45918798 epoch total loss 1.21765435
Trained batch 3866 batch loss 1.0516479 epoch total loss 1.21761143
Trained batch 3867 batch loss 1.26431775 epoch total loss 1.21762347
Trained batch 3868 batch loss 1.23509 epoch total loss 1.21762788
Trained batch 3869 batch loss 1.19076955 epoch total loss 1.21762097
Trained batch 3870 batch loss 1.22668695 epoch total loss 1.21762335
